"age_Ma","d13Ca_2p5","d13Ca_25","d13Ca_50","d13Ca_75","d13Ca_97p5"
283.3,-4.94817660699186,-4.54569076523849,-4.33728232691181,-4.12754303586559,-3.7265561708596
284.3,-5.32659224864359,-4.92024699744183,-4.71298671327176,-4.50204292829419,-4.10275555918325
285.3,-5.42321958023225,-5.02369990374562,-4.81386194636326,-4.60660580027604,-4.20265436925163
286.3,-5.13754099804521,-4.7367428000991,-4.52749470760026,-4.31711188889405,-3.91069925121628
287.3,-4.94556901617087,-4.5481741599009,-4.34034265547342,-4.12979848648972,-3.72607368202584
288.3,-5.18197978087416,-4.79037627440554,-4.58431830024363,-4.37269995031397,-3.97718244035829
289.3,-5.06943505584594,-4.67245766572681,-4.46212466727986,-4.24982306398209,-3.85250253655604
290.3,-5.00513758448966,-4.60605277860603,-4.39544953643812,-4.18548312706133,-3.78330796744976
291.3,-5.1699220917565,-4.76709628956772,-4.55776379942729,-4.34653598038573,-3.94421737192589
292.3,-4.46194358297835,-4.06311018329798,-3.85344815370035,-3.64021572817641,-3.24073682785323
293.3,-3.84370998028157,-3.44125308001328,-3.23079995395589,-3.01721451402144,-2.61607705931603
294.3,-3.55209270276544,-3.15194409913429,-2.94382577526223,-2.73060294318005,-2.33059690013187
295.3,-3.36072587456034,-2.96236659962497,-2.75176508811059,-2.5428437270431,-2.14475724767976
296.3,-3.27049827050726,-2.88016443106218,-2.67225741721093,-2.46431530667543,-2.06388896952725
297.3,-3.44423143472844,-3.05356280600632,-2.84511908723253,-2.63626380129966,-2.23609451738378
298.3,-3.53265911213734,-3.13055267031818,-2.92534971788918,-2.71303900565225,-2.31773735595412
299.3,-3.63915233128519,-3.241449003699,-3.03740494551316,-2.82920333954058,-2.4376728501688
300.3,-3.87745666702759,-3.48924436662748,-3.28118393026468,-3.07433522855369,-2.68348459942061
301.3,-3.75902815379902,-3.37696645166797,-3.16867840931017,-2.9614992175495,-2.56497056524592
302.3,-3.88211864542272,-3.49917861358799,-3.29381680835913,-3.08662531522032,-2.69147415521832
303.3,-3.97634417963355,-3.59785519721901,-3.39328921393947,-3.18919409718539,-2.79261540350288
304.3,-4.00925611228711,-3.63434221532856,-3.42841996614373,-3.22294211089617,-2.83334099944795
305.3,-3.98766639259961,-3.60822965477137,-3.40041942119188,-3.19749569076506,-2.80294043433447
306.3,-3.89744168597352,-3.52393978711148,-3.32136085366718,-3.11421807858325,-2.72035762226278
307.3,-3.47964093278451,-3.09911526651873,-2.89775166017633,-2.69049903507922,-2.29726397977344
308.3,-3.63722075365458,-3.25192851943755,-3.04730033205761,-2.84057900609928,-2.44887429877223
309.3,-3.94520984070634,-3.5622762861482,-3.3560742720286,-3.14872148869133,-2.75376585144174
310.3,-3.8489326011015,-3.45811048065549,-3.25285416134089,-3.04556697327824,-2.64439581242485
311.3,-3.66648315194289,-3.27934457774907,-3.07434738424179,-2.8672957599127,-2.47157438617004
312.3,-3.69165914612411,-3.30280605976468,-3.09780958970756,-2.89322866048252,-2.49975343329851
313.3,-3.92222936417128,-3.52976417591062,-3.32621180716283,-3.12122335933993,-2.72626529080711
314.3,-3.97517171418127,-3.57621414993015,-3.37187214082583,-3.1648348804247,-2.76900099540131
315.3,-3.83650866910407,-3.43572269106656,-3.23272537132817,-3.02394545129268,-2.62807484707083
316.3,-4.05423631564669,-3.65824685173348,-3.4503778724858,-3.24737903360574,-2.84668187691757
317.3,-4.10809093034617,-3.70892249825565,-3.50324635389886,-3.29742430692419,-2.89524394863282
318.3,-4.26958053516424,-3.8738961067104,-3.66417632726084,-3.46003001237602,-3.05637260333977
319.3,-4.34051848615922,-3.94093949892965,-3.7328877704539,-3.52332497817129,-3.11881607435381
320.3,-4.43959854850045,-4.03884326039398,-3.83231774033585,-3.62606657686515,-3.22682768639904
321.3,-4.57199302855742,-4.17368447358077,-3.96824804801642,-3.76119461729861,-3.36376588358194
322.3,-4.89251563271671,-4.49926442293442,-4.29586174254199,-4.08752358887198,-3.6935901551254
323.3,-5.45115162860471,-5.05469735099131,-4.84967266902238,-4.64493606643124,-4.2488848286993
324.3,-6.02298909206388,-5.62861050319485,-5.42446323717608,-5.21759002711031,-4.82470339825814
325.3,-6.16431348749624,-5.77117571997469,-5.56615339264334,-5.36233113570765,-4.96498106896718
326.3,-5.81179444146132,-5.41653726996053,-5.20839657837365,-5.00152880185247,-4.61014922136247
327.3,-5.43985944461382,-5.04627037334684,-4.84102369234688,-4.63466361084699,-4.23862594541573
328.3,-5.28490072490856,-4.88794262340788,-4.68415224341134,-4.47916052317065,-4.08055570062418
329.3,-5.35830201259204,-4.96273792683667,-4.75705567955438,-4.55032375312209,-4.1536167370051
330.3,-5.45106620251741,-5.06084089233088,-4.85523702415501,-4.64747513252843,-4.25377113553216
331.3,-5.4195411594344,-5.03437865599303,-4.83210607439746,-4.62952549907515,-4.23139272371382
332.3,-5.55938586669251,-5.17277932336642,-4.97076354881249,-4.76333595593017,-4.36872527465687
333.3,-5.6679906337191,-5.27887998312251,-5.07693909547553,-4.86828852230632,-4.47079734240411
334.3,-5.71842191179325,-5.33353148904974,-5.12956806975713,-4.92025056109911,-4.52831640171239
335.3,-5.74940682514556,-5.3563741720613,-5.14793258202271,-4.93615065731915,-4.54061610687011
336.3,-5.26139270120703,-4.86694106149731,-4.6576397083697,-4.44663578846565,-4.04672861939034
337.3,-5.31085420181054,-4.91726497899449,-4.7082800906968,-4.49575026900475,-4.09282931489437
338.3,-5.19854223852197,-4.80480456481864,-4.59441472170184,-4.38348971804086,-3.97622236393627
339.3,-5.0663555839585,-4.67694404315933,-4.47003371433111,-4.26030281402867,-3.85016083628416
340.3,-5.212858996007,-4.81194317982162,-4.60184436500568,-4.39083709829658,-3.97728170352902
341.3,-5.24258359349689,-4.84483656791541,-4.6371501133707,-4.42305160077233,-4.01920334754144
342.3,-5.39825273709458,-4.99945039884397,-4.78869729598543,-4.57480264962474,-4.17002763459397
343.3,-5.6461045052175,-5.24558416580458,-5.03337485866967,-4.82148470914336,-4.41914021891149
344.3,-5.7605670718169,-5.36368773158108,-5.15141526403822,-4.93942394349111,-4.53198256159801
345.3,-5.79442287739567,-5.39122457339841,-5.17798455544836,-4.96682200616812,-4.56358549369702
346.3,-5.69718916865716,-5.2938891061515,-5.08615089369057,-4.87194140258937,-4.46914722359069
347.3,-5.46722525045227,-5.07514448037665,-4.86366754346523,-4.65385409353847,-4.24959783943877
348.3,-5.19785487669462,-4.80009615972526,-4.59612962101246,-4.38770634195896,-3.98411754393429
349.3,-5.04677226994777,-4.64637327949462,-4.43995744787203,-4.23284233669934,-3.83217665673624
350.3,-4.97313540515809,-4.58115351350015,-4.37565727884543,-4.16850056956858,-3.77707489743567
351.3,-4.71715325160151,-4.32207081249009,-4.11499074449241,-3.91033819309166,-3.51868492467287
352.3,-4.56893664958825,-4.1775739942699,-3.97277939740749,-3.76602321474944,-3.37762537028814
353.3,-4.32319229937548,-3.93249452167846,-3.72983175392427,-3.52225866401847,-3.12666897053918
354.3,-4.12950817837563,-3.73405760630377,-3.52921760276401,-3.32235573362394,-2.92522434708348
355.3,-4.22561013999608,-3.82714653655786,-3.62529611883431,-3.4188236378376,-3.02026743955103
356.3,-4.3649195374926,-3.97030887798725,-3.76881971617954,-3.55882763610093,-3.16428658739308
357.3,-4.39686251089163,-4.00101319844454,-3.79549296666783,-3.58692279656291,-3.19463378013484
358.3,-4.43319391050473,-4.03707854475768,-3.82896545662876,-3.61893181057605,-3.22889788156906
359.3,-4.43859763871506,-4.04382481586575,-3.83590703577374,-3.62878375036541,-3.23399685220774
360.3,-4.71010748954064,-4.32016096902564,-4.11122292872336,-3.90280431764021,-3.50563613544576
361.3,-4.8010902056928,-4.40414365041989,-4.19711174891554,-3.9875292496137,-3.58506023137643
362.3,-4.86765747696283,-4.46699315594593,-4.25961836149915,-4.04958801737137,-3.64315283912342
363.3,-4.90461893678212,-4.50576361114877,-4.29524725717593,-4.0861042484019,-3.68749090111463
364.3,-4.94340787883221,-4.53817010035413,-4.32947663962507,-4.1170810476789,-3.71595011881353
365.3,-5.0065693274756,-4.60978260737881,-4.39750915388109,-4.18658813051319,-3.79009161511446
366.3,-5.12720096606213,-4.73480368089087,-4.5245632361175,-4.31203481320342,-3.916740997592
367.3,-5.26503765476227,-4.87655332700634,-4.67001033446287,-4.46190232459893,-4.06103875857217
368.3,-5.29120881584809,-4.90131781170435,-4.69176045805139,-4.48510603576131,-4.08622462989188
369.3,-5.2689768746888,-4.87398747807473,-4.66776036168127,-4.46011695215868,-4.06709518477346
370.3,-5.33090221552802,-4.93941141553748,-4.7362936005575,-4.52817507789529,-4.14007516516193
371.3,-5.54062770427635,-5.15075714598867,-4.94468542794046,-4.7377654006553,-4.34713791662723
372.3,-5.7464131324721,-5.35202633635972,-5.14785595531029,-4.94144496394237,-4.54533098452241
373.3,-5.96669637509439,-5.57375353778448,-5.36750014638524,-5.16139029519154,-4.7639304781866
374.3,-6.01435183737391,-5.61453176958259,-5.40828085079004,-5.19975344078755,-4.80665616832623
375.3,-6.00221091216148,-5.61087236944217,-5.40069361653453,-5.1924194758206,-4.79376204599007
376.3,-6.07962698014032,-5.68749565943181,-5.4805427125567,-5.27085744311044,-4.87704516534303
377.3,-6.11656222356493,-5.71764736969538,-5.51111519398488,-5.30215104701523,-4.9070251205621
378.3,-6.15162331103967,-5.75631338715045,-5.54737433995898,-5.34150636216676,-4.95178276387516
379.3,-6.30059812549376,-5.90074302666994,-5.69240675364851,-5.48429518179755,-5.09472432840064
380.3,-6.48517798147562,-6.09266341839855,-5.88638064642064,-5.67503880476431,-5.28323198674496
381.3,-6.48985721407842,-6.08923327007424,-5.88311490876654,-5.67478970425485,-5.28385835797387
382.3,-6.335918564775,-5.93413769245019,-5.7273205428946,-5.51901660576613,-5.12736038763223
383.3,-6.28273007968879,-5.8847775589816,-5.67893779042302,-5.47112022169777,-5.0764747658008
384.3,-6.28855212850454,-5.88793610606058,-5.68318902878501,-5.47479614409334,-5.08078809228534
385.3,-6.41642348527497,-6.01861665088987,-5.80771946421303,-5.60108333709835,-5.20177585797373
386.3,-6.55336757756974,-6.14988721185715,-5.93927625375284,-5.73266200419844,-5.33074258087759
387.3,-6.66208019889411,-6.26260453123603,-6.05470336619847,-5.84707133808457,-5.44532394980889
388.3,-6.60253177887514,-6.2064223576565,-5.99655367627826,-5.7906963486676,-5.38393669628673
389.3,-6.39715597968125,-5.99328704845954,-5.78580211043453,-5.57844399427571,-5.17414155501747
390.3,-6.30016814901437,-5.89482161821837,-5.68698613080686,-5.48074281738768,-5.08072776182963
391.3,-6.3730364042502,-5.97534248468943,-5.76754811066969,-5.56248681426911,-5.15474634168632
392.3,-6.56240183633018,-6.16275449254585,-5.95326061872559,-5.74763639276811,-5.34339925726922
393.3,-6.75754800634458,-6.36389474516043,-6.15792282054729,-5.94675805665281,-5.54969571467886
394.3,-7.00730400828343,-6.61374006850079,-6.40823170271895,-6.1981574016652,-5.8002414515947
395.3,-7.2300438754986,-6.8390637626713,-6.631996565377,-6.42238404362362,-6.02151540642982
396.3,-7.39773185804434,-6.99891609876834,-6.79172019491176,-6.5803591338655,-6.18156742258457
397.3,-7.51186708798794,-7.12324263937928,-6.91548677868256,-6.70821922222133,-6.30981461270556
398.3,-7.74950519824624,-7.35509067267179,-7.14891798856528,-6.94152738443374,-6.54434412628697
399.3,-7.75503624985702,-7.36511044905196,-7.15536507147983,-6.94926642075933,-6.54373566861581
400.3,-7.65976786394892,-7.2674993082761,-7.05920935351279,-6.85286118793122,-6.45091401621162
401.3,-7.59817665073129,-7.19830178000332,-6.98811333786116,-6.78092440711532,-6.37517106633412
402.3,-7.55164072110979,-7.14704972541812,-6.93762084014488,-6.72609630020425,-6.3230003721909
403.3,-7.48105883091571,-7.08485633051682,-6.87297001539119,-6.6618131156371,-6.25416259203744
404.3,-7.40222074931972,-6.99780177270265,-6.78416909143817,-6.57103382421771,-6.16423852351197
405.3,-7.28675961904917,-6.88103608341148,-6.66537145065635,-6.4539607968542,-6.04788195462967
406.3,-7.11573088427291,-6.7068203143126,-6.49423668877901,-6.28466132410165,-5.87120125063301
407.3,-6.86867955648755,-6.46164567870644,-6.24859016678765,-6.04229740892843,-5.63527568598526
408.3,-6.71132902344567,-6.30785456825924,-6.09324792306655,-5.88447125647035,-5.47135034653672
409.3,-6.54435357039272,-6.14882725669701,-5.93499462284881,-5.72472379917412,-5.3095807033068
410.3,-6.4331584016328,-6.03226597104235,-5.82255630796465,-5.60927854688443,-5.2036998656611
411.3,-6.47838212175304,-6.07383861585806,-5.86230751555533,-5.64786924361858,-5.23667206414378
412.3,-6.54870160147182,-6.14352220743773,-5.93148406834051,-5.71662686162274,-5.30985276054442
413.3,-6.61291089653693,-6.20480777925924,-5.99017156431993,-5.77172122425931,-5.36288267127205
414.3,-6.70010494112953,-6.29693651533251,-6.08194738550693,-5.86308837661951,-5.45296227690806
415.3,-6.80982578220645,-6.40150120288822,-6.1882641704951,-5.97322584743892,-5.56002873085542
416.3,-6.818903559687,-6.41085630544915,-6.1926115857635,-5.98126643891705,-5.56522263588214
417.3,-6.63026722994815,-6.21828676550947,-6.00075535609895,-5.78882779112952,-5.37653298431797
418.3,-6.38076073336808,-5.97460975722073,-5.75975466028324,-5.54904717056902,-5.1396703000676
419.3,-6.27989924530559,-5.87535978505473,-5.66427069307758,-5.45190686661667,-5.04506830169291
420.3,-6.28009431141069,-5.87509689140821,-5.66425454704613,-5.45013237691735,-5.04692931631241
421.3,-6.24245075284803,-5.83165294333484,-5.618245722722,-5.4047386213984,-5.00396474457093
422.3,-5.97921181942715,-5.56708889138422,-5.35631676563578,-5.14415061958555,-4.74625348650585
423.3,-4.91147416896443,-4.50237174589168,-4.28852721669186,-4.07750942044078,-3.68097525637913
424.3,-5.17145336139554,-4.76166847644636,-4.54661472652652,-4.33155288742324,-3.93129341728192
425.3,-5.49873477915785,-5.08271819359787,-4.87025181920357,-4.65366971696209,-4.25627585696859
426.3,-5.73834341728216,-5.33269012524644,-5.11996183160677,-4.90489291996965,-4.49912495825054
427.3,-5.83214691909778,-5.42178095735054,-5.20735011845479,-4.99818437840453,-4.58942341655345
428.3,-5.96339162212286,-5.544467875061,-5.3335733520166,-5.12699072439896,-4.71682646081861
429.3,-6.1795903984887,-5.75807010380372,-5.549564329918,-5.33398622391377,-4.92658129189561
430.3,-6.00448500622374,-5.58497395304076,-5.37282817413461,-5.15846096037204,-4.74287762994562
431.3,-5.62894763178179,-5.20944286828444,-4.99575104512884,-4.78300833195551,-4.36339707910415
432.3,-4.95498301408359,-4.54256539049295,-4.33160500554163,-4.11693221796504,-3.70769189226588
433.3,-5.18067267636768,-4.76229216891194,-4.54938341033748,-4.33408924452172,-3.92367379453344
434.3,-5.27885023685642,-4.85812750544805,-4.64218692992683,-4.42715666503724,-4.01319182246419
435.3,-5.30181243356017,-4.87994402281404,-4.66470685220259,-4.44874969190259,-4.03589530806744
436.3,-5.29441620124876,-4.86951617023431,-4.65400905364402,-4.43883263256261,-4.02158031784999
437.3,-5.39406654988386,-4.97671164376918,-4.76390061612122,-4.54633113008787,-4.12951947496287
438.3,-5.40479506667502,-4.98728980495534,-4.77064354845687,-4.55202149812924,-4.13132902951176
439.3,-5.43601489702833,-5.00787121317647,-4.78921814139053,-4.56945464474098,-4.15507052300295
440.3,-5.39950300875065,-4.97538900201433,-4.75741109824282,-4.53958282837174,-4.12210265434215
441.3,-5.36207145345792,-4.93947907713326,-4.72314085380502,-4.50518425867081,-4.08634396643433
442.3,-5.16693610818022,-4.75430015130624,-4.53873216612899,-4.3158625326926,-3.90350989783568
443.3,-4.81462801109161,-4.40232555733796,-4.18806112910528,-3.97137673482081,-3.55949886727745
444.3,-4.72754020849831,-4.32362450030413,-4.10837744656625,-3.89202689348448,-3.48121385775588
445.3,-5.24628637523718,-4.8370959175472,-4.62525624033264,-4.40815410460284,-4.00084870371878
446.3,-5.72960690460465,-5.32021246211649,-5.10669955157594,-4.89014397078403,-4.48452930365649
447.3,-5.91087888744265,-5.50647887330998,-5.29319630650795,-5.07916340995899,-4.67204544531097
448.3,-5.91255284934307,-5.51171496433389,-5.29576722668164,-5.07998704803896,-4.67318790365311
449.3,-5.99495423517187,-5.5930962174848,-5.3758673745493,-5.16471684121148,-4.75238286888731
450.3,-6.06082713588539,-5.65318198075911,-5.43994092579684,-5.22368765309916,-4.81392795387611
451.3,-6.11478150767214,-5.71060943784744,-5.49703501661856,-5.28368565696923,-4.86910296287001
452.3,-6.10174808034682,-5.69581920691096,-5.48217295492382,-5.26632144951045,-4.85617450742207
453.3,-6.13898362308975,-5.7337807746283,-5.51893595280566,-5.30609679640368,-4.90369968161544
454.3,-6.27293196268466,-5.86827061454784,-5.65492366396238,-5.43979538191527,-5.03797649941147
455.3,-6.37077356156366,-5.96151831234432,-5.74875517300364,-5.53218380857575,-5.12402223623541
456.3,-6.35562057535056,-5.93950728274671,-5.72822528754344,-5.50860327126985,-5.10184886539386
457.3,-6.28562397326819,-5.87247499888744,-5.65647952746136,-5.44052562030101,-5.03240831373752
458.3,-6.2218829036042,-5.80787491931387,-5.58990188924683,-5.37273972582542,-4.95833764032184
459.3,-6.18407013933721,-5.771886316525,-5.55575882111511,-5.33739722725159,-4.92155746937178
460.3,-6.20942703930947,-5.78960134330361,-5.57134129323713,-5.35556683365699,-4.94139895595304
461.3,-6.26032744825781,-5.83796265440318,-5.62341697917445,-5.40459185563888,-4.99393594052602
462.3,-6.22619312757012,-5.80550746877707,-5.58966966343124,-5.37192569060895,-4.95767392809321
463.3,-6.20863676357501,-5.79341744500209,-5.57863552184832,-5.35909178379225,-4.93609914518945
464.3,-6.31251672776164,-5.89165009501633,-5.6756983344371,-5.46111002393604,-5.03449161969888
465.3,-6.35959785460457,-5.93531336712747,-5.71560632836132,-5.49661414980679,-5.07634082739694
466.3,-6.4636897983269,-6.03792551353009,-5.82101455443303,-5.59918186624146,-5.17637227256975
467.3,-6.5802061449747,-6.15574734827767,-5.93521811568312,-5.71520737632368,-5.29258357538199
468.3,-6.69981292722583,-6.28061489598341,-6.05883117977818,-5.83805094533034,-5.41526092506519
469.3,-6.83596785514854,-6.41901977031842,-6.19821407858421,-5.97764028329747,-5.55696141253861
470.3,-6.92079522462843,-6.49476114302827,-6.27574047569364,-6.04897300730521,-5.63756767842887
471.3,-6.9720541454323,-6.5438802439772,-6.31992143991412,-6.09530855395702,-5.67983420222727
472.3,-7.03362186837637,-6.59973414925509,-6.37558645152281,-6.14900668890344,-5.73070520038441
473.3,-7.09816620490372,-6.66851090764648,-6.44530970101385,-6.22056593950436,-5.79734293915892
474.3,-7.15701662396964,-6.72977571943747,-6.50695599425698,-6.27958060966733,-5.85349239506685
475.3,-7.20765059651455,-6.77321166116911,-6.55140940617025,-6.32557598486597,-5.90109416214031
476.3,-7.22539228537152,-6.78914060930686,-6.569777761373,-6.34344103758466,-5.91686919434642
477.3,-7.09604132481502,-6.66230419170146,-6.44268717884048,-6.21589643548803,-5.78806832307685
478.3,-6.8703758433653,-6.43530144637195,-6.21676513041896,-5.98973577356142,-5.56674322212509
479.3,-6.72383546514366,-6.29395954572268,-6.06733498188,-5.84261848668093,-5.42877486960294
480.3,-6.58170839783194,-6.14611743673318,-5.92071214732036,-5.69628170640011,-5.27524062025221
481.3,-6.40669112244906,-5.97403703197313,-5.74851804648901,-5.5233206738815,-5.10646311185938
482.3,-6.20746848566523,-5.77300151598639,-5.55081793918571,-5.32670760022829,-4.90501875618626
483.3,-6.10149251983283,-5.66808148248647,-5.44465578416009,-5.21718593775715,-4.79978279520229
484.3,-5.98181079971508,-5.54685879128231,-5.32257097836146,-5.09720472651984,-4.67746755057226
485.3,-5.84194142107675,-5.41090426929475,-5.18868446958335,-4.96271704512765,-4.54172688760487
486.3,-5.68430445591309,-5.25865683388415,-5.03245304698487,-4.80985202133159,-4.38451721092782
487.3,-5.53295846186161,-5.10574027398352,-4.88226383909407,-4.65974876418754,-4.24014737719871
488.3,-5.51003585892243,-5.07814466149147,-4.85422558534707,-4.62981640974969,-4.21053457317201
489.3,-5.528908003136,-5.09564966742806,-4.87362912660951,-4.6481923453896,-4.2303970253018
490.3,-5.52449938190604,-5.09136031504247,-4.86792439361342,-4.64272330567821,-4.22669230134585
491.3,-5.3841483833471,-4.94785255804364,-4.72765025438769,-4.50388388829252,-4.09023315456215
492.3,-5.12094840417501,-4.68377309254313,-4.46280731514151,-4.23755713444519,-3.82152159228606
493.3,-4.78891749184494,-4.36229384251074,-4.14068428541625,-3.91860510877691,-3.49892185008265
494.3,-4.51439258599421,-4.08263477731685,-3.86373268137422,-3.64099412141787,-3.2178729953626
495.3,-4.44439814470045,-4.0169415129361,-3.79730618923381,-3.57179363264283,-3.14405474626004
496.3,-4.63563840553686,-4.20760311976333,-3.98506962047274,-3.76321933706051,-3.33833431703501
497.3,-4.9495936920606,-4.51867153398579,-4.29792956456254,-4.0782376001733,-3.65383569063104
498.3,-5.24796172854573,-4.81465761102357,-4.59203961440344,-4.36944268634069,-3.9425908942345
499.3,-5.51873235268042,-5.08321082764953,-4.86175368985091,-4.63810467316984,-4.21587824969689
500.3,-5.73548848259705,-5.29952590012945,-5.08036195932868,-4.85373356487785,-4.42720704232302
501.3,-5.90348553778742,-5.46921059274823,-5.2474716477856,-5.02375916035895,-4.59945986325663
502.3,-6.05604937261204,-5.62787246952083,-5.40078128549165,-5.1760357176486,-4.75792131086687
503.3,-6.1413580438295,-5.70616033661251,-5.47952467732648,-5.25777141911402,-4.83339524795221
504.3,-6.28288993910301,-5.8486696963382,-5.62516931970787,-5.39946842939529,-4.98169622594204
505.3,-6.26706527010593,-5.83862212554163,-5.61542036012817,-5.38938293168702,-4.96735295104775
506.3,-6.18234256019046,-5.75585320408731,-5.53607188438168,-5.31059216359323,-4.89337909965713
507.3,-6.1539856700152,-5.72825396244489,-5.50586255417355,-5.28321944050297,-4.85600400303277
508.3,-6.23731784744216,-5.81240253482686,-5.59199134212918,-5.36525744053385,-4.94253745693254
509.3,-6.36429506340741,-5.93693700709456,-5.71285797987659,-5.49164245771965,-5.06002956286822
510.3,-6.27163235177784,-5.84637050704096,-5.62279902256401,-5.39836511972129,-4.96733245763053
511.3,-6.1826871826086,-5.75927868083599,-5.53390235990173,-5.3087638720961,-4.88267473706623
512.3,-6.03365585533959,-5.60772890450591,-5.38175597641604,-5.15548329604924,-4.72683445831499
513.3,-6.04601829641201,-5.62019095865223,-5.39848690108419,-5.17188412395442,-4.74708046837405
514.3,-6.43755367161691,-6.00749703477065,-5.78637642530703,-5.56136899286749,-5.13254512797296
515.3,-6.78630307261476,-6.35620437421757,-6.13765722061595,-5.91106027048517,-5.48191056248376
516.3,-6.96933225616668,-6.54374104672193,-6.31820592595868,-6.09212217344819,-5.66290214140595
517.3,-7.02696761128422,-6.59915534838774,-6.37370525539182,-6.14929134545773,-5.71459342216708
518.3,-6.98748787086218,-6.56089756556838,-6.33680633065086,-6.1142287144855,-5.6792832055426
519.3,-7.04511651781897,-6.6173495695386,-6.39342269656782,-6.16571927768188,-5.7355216565597
520.3,-7.28232027644403,-6.85402531515181,-6.62947034181779,-6.402929855172,-5.96850210869342
521.3,-7.55005624447654,-7.12678055992349,-6.90062870526274,-6.6705559565673,-6.24296467823881
522.3,-7.55659451802594,-7.1311044295706,-6.90744346803555,-6.67479998795357,-6.2430766922029
523.3,-7.41797782135159,-6.98814925999694,-6.76070476167278,-6.53396182569896,-6.09630823176216
524.3,-7.06819790184948,-6.63676357128282,-6.40999789583095,-6.18193991256139,-5.75603749294658
525.3,-6.38131194484559,-5.95080598752734,-5.72476373876549,-5.49642177926304,-5.06798050501267
526.3,-5.93965509138585,-5.51207851509338,-5.28680975606092,-5.05613596100506,-4.61982314257573
527.3,-5.81018849237352,-5.38028635231894,-5.15602776621787,-4.92926975598463,-4.49414416454426
528.3,-5.87709609273481,-5.44445778901416,-5.22071101162998,-4.99540840945888,-4.55918386425434
529.3,-6.26532396549835,-5.83085142208405,-5.60175491662691,-5.37877646219748,-4.94436455222168
530.3,-6.44951584902471,-6.0195038736878,-5.79310870708282,-5.56777943037642,-5.13001596178406
531.3,-6.34356641531013,-5.91359799241679,-5.68810666462663,-5.45970321001817,-5.01909601837427
532.3,-6.36451661418821,-5.93873812081825,-5.70776587717898,-5.47885478564464,-5.04567472815865
533.3,-6.78339559778929,-6.34968985415797,-6.1207302753475,-5.89301589257363,-5.45308997296563
534.3,-7.23066225013635,-6.78976728698712,-6.5587804926664,-6.33251885198507,-5.89324905775806
535.3,-7.50597264489107,-7.06515463261193,-6.83727911357003,-6.60688960063747,-6.17226637890052
536.3,-7.6777507463663,-7.23437534563878,-7.00552251383885,-6.77293245890644,-6.32721983623428
537.3,-7.77142972374639,-7.32746478369761,-7.09588098543254,-6.85905913762989,-6.41518709657357
538.3,-7.67385116033009,-7.21807249691881,-6.9804865603405,-6.7405866715285,-6.28668239358431
539.3,-7.67756345620023,-7.20645366942139,-6.96103389468648,-6.71132187200764,-6.23870534225039
