"age_Ma","d13CO2_2p5","d13CO2_25","d13CO2_50","d13CO2_75","d13CO2_97p5"
17.149863,-6.22563481915802,-5.83281125943942,-5.62881047546725,-5.42479560194,-5.03112193617464
17.249863,-6.23497281198326,-5.84437148702306,-5.63882964269007,-5.43539551601089,-5.04202159469278
17.349863,-6.25586837581535,-5.86210209848729,-5.65650830048484,-5.45259606661375,-5.05984936418325
17.449863,-6.28094535938189,-5.88741295419272,-5.68276859193882,-5.47909897378581,-5.08428216136181
17.549863,-6.31403880900564,-5.91748222726237,-5.71532183127001,-5.51056622210324,-5.11983634613069
17.649863,-6.35732753032063,-5.96480818439525,-5.76058155531747,-5.5580340011934,-5.16783886947421
17.749863,-6.39401066032287,-6.00337974948754,-5.79920347651047,-5.59555472694023,-5.20784905190282
17.849863,-6.39842626906432,-6.00699922699861,-5.80307434439903,-5.59982843574733,-5.21007440486575
17.949863,-6.41367779094423,-6.01932972797485,-5.81395953080616,-5.61169128500103,-5.21898924156835
18.049863,-6.42623318865325,-6.03315551593257,-5.82810072172832,-5.62576825701903,-5.23426064067926
18.149863,-6.43370601004861,-6.04469782522448,-5.83974370927038,-5.63759794036783,-5.24705576325224
18.249863,-6.45349824171997,-6.06461714255105,-5.85982062139986,-5.65617554195489,-5.26903061289311
18.349863,-6.48572669786021,-6.0956979027258,-5.89002313243129,-5.68842411477549,-5.2961045366948
18.449863,-6.48311418653475,-6.09098618730339,-5.88630734014004,-5.68498044403871,-5.29385772719558
18.549863,-6.48223932170403,-6.09280582521085,-5.88855042670153,-5.68581128033266,-5.29579772705784
18.649863,-6.45190236048373,-6.06213213839867,-5.8575979042713,-5.65402609039458,-5.26556761970501
18.749863,-6.43461971496387,-6.04327882793024,-5.84022948315285,-5.63475402488342,-5.24973832396931
18.849863,-6.40991703097607,-6.01940509504097,-5.81615383379373,-5.61241016463454,-5.22059156904523
18.949863,-6.39923834584197,-6.0075583497564,-5.80220026801477,-5.59977264509203,-5.20901328748897
19.049863,-6.40226993834538,-6.0084695691712,-5.80615375567731,-5.60352214454947,-5.21220379216219
19.149863,-6.37434317759872,-5.98209074503061,-5.77824158273504,-5.57546646075928,-5.18644704971358
19.249863,-6.36433511027244,-5.97084379001939,-5.76742169572974,-5.5644146341462,-5.17593691808293
19.349863,-6.36271434504786,-5.96719178162052,-5.76421547127053,-5.56226779699115,-5.17134115894277
19.449863,-6.32800828447928,-5.9354918613824,-5.73371246223876,-5.53096559467581,-5.14117581368373
19.549863,-6.32203720800361,-5.92719583335305,-5.72387205264057,-5.52024048633426,-5.13059548956282
19.649863,-6.31291580893739,-5.9214069793446,-5.71940578298429,-5.51427667850715,-5.1232776318709
19.749863,-6.31735272572872,-5.92515102990736,-5.72195385136106,-5.51878691439753,-5.12694776042376
19.849863,-6.32734007260633,-5.93786552049464,-5.7361086212322,-5.53424523300377,-5.14208258036172
19.949863,-6.32002334330655,-5.93564995918776,-5.73077189608872,-5.52959394866532,-5.13613877312472
20.049863,-6.31707282355427,-5.92926154614155,-5.72447762710048,-5.52228718611561,-5.13077538898869
20.149863,-6.31052784041375,-5.92081751007286,-5.71703369320348,-5.51390180949746,-5.12297478154131
20.249863,-6.29672037286228,-5.90949157628675,-5.70656913532182,-5.50253816551508,-5.11412047804501
20.349863,-6.29179473119587,-5.90198034459022,-5.70005351296828,-5.49578565372414,-5.10609080769365
