"","age","d13C","source","assigned location","assigned lat","assigned lon","category"
"5950","  6.656074","-0.25000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5951","  6.657346","-0.40000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5952","  6.659041","-0.26000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5953","  6.660313","-0.15000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5954","  6.661585","-0.19000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5955","  6.663281","-0.25000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5956","  6.664553","-0.39000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5957","  6.665825","-0.21000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5958","  6.667521","-0.11000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5959","  6.668793","-0.48000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5960","  6.670065","-0.21000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5961","  6.671760","-0.47000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5962","  6.673032","-0.38000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5963","  6.674304","-0.19000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5964","  6.676000","-0.42000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5965","  6.677092","-0.55000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5966","  6.678184","-0.45000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5967","  6.679641","-0.44000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5968","  6.681097","-0.52000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5969","  6.682189","-0.64000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5970","  6.683282","-0.66000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5971","  6.684374","-0.45000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5972","  6.689107","-0.74000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5973","  6.690563","-0.60000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5974","  6.691655","-0.42000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5975","  6.693112","-0.69000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5976","  6.694204","-0.26000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5977","  6.695296","-0.38000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5978","  6.696752","-0.48000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5979","  6.697845","-0.63000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5980","  6.698937","-0.42000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5981","  6.700029","-0.34000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5982","  6.701485","-0.28000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5983","  6.703670","-0.37000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5984","  6.705126","-0.37000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5985","  6.706218","-0.20000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5986","  6.706218","-0.12000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5987","  6.707311","-0.39000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5988","  6.709131","-0.38000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5989","  6.710223","-0.45000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5990","  6.711316","-0.43000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5991","  6.712408","-0.35000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5992","  6.712408","-0.15000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5993","  6.713500","-0.41000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5994","  6.713500","-0.04000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5995","  6.714592","-0.03000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5996","  6.714956","-0.08000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5997","  6.716049","-0.13000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"5998","  6.717141","-0.10000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"5999","  6.718597","-0.12000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6000","  6.719689","-0.06000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6001","  6.720782","-0.13000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6002","  6.721874","-0.11000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6003","  6.723330","-0.28000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6004","  6.724422","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6005","  6.725515","-0.43000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6006","  6.726971","-0.14000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6007","  6.728427","-0.42000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6008","  6.729519","-0.24000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6009","  6.730612","-0.17000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6010","  6.731704","-0.33000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6011","  6.732796","-0.37000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6012","  6.734252","-0.03000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6013","  6.735345","-0.33000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6014","  6.736437","-0.24000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6015","  6.737893","-0.06000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6016","  6.738985","-0.15000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6017","  6.740078","-0.42000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6018","  6.741534","-0.32000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6019","  6.742626"," 0.01000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6020","  6.743718","-0.09000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6021","  6.745175","-0.31000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6022","  6.746267","-0.11000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6023","  6.747359","-0.23000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6024","  6.748816"," 0.05000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6025","  6.749908","-0.19000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6026","  6.751000","-0.11000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6027","  6.752391","-0.24000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6028","  6.753435","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6029","  6.754478","-0.21000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6030","  6.755870","-0.12000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6031","  6.756913","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6032","  6.757957","-0.16000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6033","  6.759348","-0.27000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6034","  6.760391","-0.20000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6035","  6.761435","-0.31000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6036","  6.761435","-0.31000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6037","  6.762826","-0.21000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6038","  6.763522","-0.28000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6039","  6.763522","-0.28000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6040","  6.764217","-0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6041","  6.764217","-0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6042","  6.765261","-0.31000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6043","  6.766304","-0.38000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6044","  6.767348","-0.36000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6045","  6.768391","-0.32000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6046","  6.769783","-0.41000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6047","  6.770826","-0.29000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6048","  6.771870","-0.25000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6049","  6.773261","-0.27000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6050","  6.774304","-0.40000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6051","  6.775348"," 0.06000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6052","  6.780565","-0.29000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6053","  6.781609","-0.32000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6054","  6.782652","-0.19000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6055","  6.784043","-0.25000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6056","  6.785087","-0.16000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6057","  6.786130","-0.44000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6058","  6.787522","-0.09000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6059","  6.788565","-0.25000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6060","  6.789609","-0.37000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6061","  6.790652","-0.05000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6062","  6.791667","-0.11000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6063","  6.792667","-0.70000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6064","  6.794000","-0.11000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6065","  6.795000","-0.33000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6066","  6.796000"," 0.03000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6067","  6.797333"," 0.11000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6068","  6.798333"," 0.07000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6069","  6.799333"," 0.00000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6070","  6.803000","-0.31000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6071","  6.804333","-0.09000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6072","  6.805333","-0.25000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6073","  6.806333","-0.24000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6074","  6.808000","-0.42000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6075","  6.809000","-0.10000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6076","  6.810000","-0.14000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6077","  6.811333","-0.04000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6078","  6.812333"," 0.16000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6079","  6.813333","-0.33000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6080","  6.815000","-0.29000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6081","  6.816000","-0.27000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6082","  6.817333"," 0.06000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6083","  6.818333","-0.08000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6084","  6.819333"," 0.02000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6085","  6.820333","-0.12000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6086","  6.822000"," 0.15000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6087","  6.823000","-0.16000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6088","  6.824000","-0.35000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6089","  6.825000","-0.29000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6090","  6.826000"," 0.16000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6091","  6.828000","-0.31000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6092","  6.829000","-0.34000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6093","  6.829667","-0.04000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6094","  6.830667"," 0.11000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6095","  6.831667","-0.14000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6096","  6.832333","-0.06000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6097","  6.833333"," 0.15000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6098","  6.834333"," 0.04000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6099","  6.835333","-0.11000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6100","  6.836333","-0.09000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6101","  6.837333"," 0.00000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6102","  6.838000","-0.02000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6103","  6.839000"," 0.07000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6104","  6.840000","-0.27000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6105","  6.841000","-0.05000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6106","  6.842000"," 0.00000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6107","  6.842667","-0.25000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6108","  6.843667","-0.03000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6109","  6.844667","-0.12000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6110","  6.846000","-0.38000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6111","  6.847027","-0.13000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6112","  6.848311","-0.47000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6113","  6.849338","-0.13000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6114","  6.850365","-0.34000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6115","  6.851649","-0.33000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6116","  6.852676","-0.45000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6117","  6.853703","-0.64000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6118","  6.854986","-0.49000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6119","  6.856014","-0.52000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6120","  6.856784","-0.55000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6121","  6.857811","-0.47000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6122","  6.858581","-0.14000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6123","  6.859351","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6124","  6.860378","-0.32000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6125","  6.860892","-0.40000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6126","  6.861405","-0.45000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6127","  6.862176","-0.33000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6128","  6.862946","-0.44000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6129","  6.863973","-0.13000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6130","  6.864486","-0.50000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6131","  6.865257","-0.13000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6132","  6.866027"," 0.14000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6133","  6.866284"," 0.03000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6134","  6.866541","-0.01000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6135","  6.867054","-0.08000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6136","  6.867311","-0.37000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6137","  6.867824","-0.13000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6138","  6.867824"," 0.05000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6139","  6.868851","-0.05000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6140","  6.869622","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6141","  6.870392","-0.09000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6142","  6.871419"," 0.02000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6143","  6.872189"," 0.16000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6144","  6.872959"," 0.04000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6145","  6.873986"," 0.07000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6146","  6.874500"," 0.16000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6147","  6.875270"," 0.08000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6148","  6.876554","-0.12000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6149","  6.877324"," 0.11000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6150","  6.878095"," 0.06000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6151","  6.879122","-0.10000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6152","  6.879892"," 0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6153","  6.880662","-0.02000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6154","  6.881689","-0.09000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6155","  6.882459"," 0.00000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6156","  6.883230","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6157","  6.884224","-0.12000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6158","  6.884897","-0.30000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6159","  6.885571","-0.11000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6160","  6.886468","-0.10000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6161","  6.887141","-0.21000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6162","  6.887814","-0.39000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6163","  6.888712","-0.38000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6164","  6.889385","-0.40000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6165","  6.890058","-0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6166","  6.890955","-0.13000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6167","  6.891628","-0.15000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6168","  6.892301","-0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6169","  6.892974","-0.20000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6170","  6.893872","-0.31000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6171","  6.894545","-0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6172","  6.895442","-0.12000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6173","  6.895891","-0.19000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6174","  6.896788","-0.03000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6175","  6.897686","-0.43000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6176","  6.898359","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6177","  6.899032","-0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6178","  6.899929","-0.14000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6179","  6.900154","-0.30000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6180","  6.900603","-0.26000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6181","  6.901051","-0.31000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6182","  6.901724","-0.36000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6183","  6.902397","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6184","  6.903295","-0.36000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6185","  6.903744","-0.18000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6186","  6.904641","-0.54000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6187","  6.905538"," 0.00000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6188","  6.905987","-0.39000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6189","  6.906885","-0.39000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6190","  6.907782","-0.42000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6191","  6.908231","-0.13000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6192","  6.908904","-0.28000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6193","  6.910026","-0.38000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6194","  6.910699","-0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6195","  6.911372","-0.18000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6196","  6.912269","-0.24000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6197","  6.912942","-0.26000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6198","  6.913615","-0.19000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6199","  6.914513"," 0.03000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6200","  6.915186"," 0.07000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6201","  6.915859","-0.08000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6202","  6.916756","-0.15000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6203","  6.917429"," 0.08000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6204","  6.918103","-0.04000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6205","  6.919000","-0.11000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6206","  6.919926","-0.13000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6207","  6.920853","-0.25000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6208","  6.922088"," 0.01000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6209","  6.923015","-0.20000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6210","  6.923941"," 0.00000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6211","  6.925176","-0.19000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6212","  6.926103","-0.10000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6213","  6.927029","-0.31000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6214","  6.927956","-0.18000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6215","  6.929191","-0.26000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6216","  6.930118","-0.25000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6217","  6.931353","-0.31000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6218","  6.932279","-0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6219","  6.934441","-0.40000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6220","  6.935368","-0.38000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6221","  6.936294","-0.32000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6222","  6.937529","-0.27000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6223","  6.938147","-0.30000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6224","  6.939074","-0.26000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6225","  6.940000","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6226","  6.940618","-0.04000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6227","  6.941544","-0.21000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6228","  6.942471","-0.16000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6229","  6.943706","-0.16000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6230","  6.944632","-0.11000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6231","  6.945559","-0.05000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6232","  6.946794","-0.34000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6233","  6.947721","-0.18000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6234","  6.948647","-0.35000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6235","  6.949882","-0.26000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6236","  6.950500"," 0.00000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6237","  6.951426","-0.14000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6238","  6.952971","-0.13000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6239","  6.953897","-0.17000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6240","  6.954824"," 0.01000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6241","  6.956059","-0.10000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6242","  6.957912"," 0.02000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6243","  6.959147","-0.15000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6244","  6.960074","-0.34000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6245","  6.961000","-0.15000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6246","  6.962250","-0.28000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6247","  6.963188","-0.31000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6248","  6.964125","-0.04000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6249","  6.965375","-0.48000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6250","  6.966312","-0.22000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6251","  6.967250","-0.23000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6252","  6.968500","-0.31000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6253","  6.969437","-0.27000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6254","  6.971625","-0.22000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6255","  6.972563","-0.18000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6256","  6.973500"," 0.02000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
"6257","  6.974437","-0.31000000","Tian et al. 2018","U1337","  3.83","-123.21","bf"
"6258","  6.976000","-0.05000000","Drury et al. 2017","U1337","  3.83","-123.21","bf"
