age,d13C,source,assigned location,assigned lat,assigned lon,category,
5.6,2.59,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.600448,0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.602241,0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.604034,0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.605827,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.607621,0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.609414,0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.61,2.27,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.61,2.59,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.61,2.69,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.611207,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.613,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.613848,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.617239,0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.618087,0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.619783,0.14,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.62,2.62,"Chaisson, W.P. & Ravelo, A. 1997",Site 925,0.32,159.369,Planktonic foraminifera,
5.62,2.05,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.62,2.1,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.62,2.32,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.62063,0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.621478,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.622326,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.623174,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.624022,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.624869,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.625717,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.626565,0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.627413,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.628261,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.629109,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.629956,-0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.63,2.33,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.63,2.37,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.63,2.41,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.630804,0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.631652,0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.632415,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.633348,0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.634196,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.635043,0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.636739,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.637587,0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.638435,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.639283,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.64,2.2,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.64,2.27,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.64013,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.640978,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.641826,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.642674,0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.64437,0.26,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.646065,0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.647761,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.648609,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.649457,0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.65,1.59,"Kennett, James P 1986","90-590A-20-6,35-37",-31.167,163.359,Planktonic foraminifera,
5.65,2.23,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.65,2.49,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.650304,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.651152,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.652,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.653026,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.655079,0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.656105,0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.657132,0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.658158,0.24,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.659184,0.19,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.66,-0.29,"Grant, K.M. & Dickens, G.R. 2002",DSDP Site 90-590,-31.167,163.359,Planktonic foraminifera,
5.66,1.93,"Grant, K.M. & Dickens, G.R. 2002",DSDP Site 90-590,-31.167,163.359,Planktonic foraminifera,
5.66,2.27,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.66,2.35,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.660211,-0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.661237,0.24,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.662263,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.663289,0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.666368,0.14,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.667395,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.668421,-0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.669447,0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.67,2.11,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.67,2.39,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.67,2.41,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.670474,0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.6715,0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.672526,0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.673553,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.676632,0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.677658,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.678684,0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.679711,0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.68,2.22,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.68,2.57,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.681763,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.683816,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.685868,-0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.686895,-0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.687921,-0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.688947,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.689871,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.69,1.84,"Kennett, James P 1986","90-590A-21-1,35-37",-31.167,163.359,Planktonic foraminifera,
5.69,2.05,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.69,2.35,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.69,2.39,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.691,0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.692258,0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.693516,0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.694774,0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.696032,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.69729,0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.698548,0.14,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.699806,0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.7,2.25,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.7,2.26,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.702323,0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.703581,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.704839,-0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.706097,-0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.707355,0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.708613,-0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.71,2.22,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.71,2.46,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.71,2.51,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.711129,0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.712387,0.25,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.713645,0.39,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.714903,0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.716161,0.22,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.717419,0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.719935,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.721194,0.23,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.722452,0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.72371,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.724968,0.21,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.726226,0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.727484,-0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.728742,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.73,2.13,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.73,0.14,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.731387,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.732774,-0.3,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.734161,0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.735548,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.736935,-0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.738323,-0.19,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.73971,0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.74,1.59,"Kennett, James P 1986","90-590A-21-3,35-37",-31.167,163.359,Planktonic foraminifera,
5.74,1.91,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.741097,0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.743871,-0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.746645,-0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.749419,-0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.75,1.8,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.75,1.8,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.75,1.93,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.750806,-0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.752193,-0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.753581,-0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.754968,-0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.756355,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.757742,0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.759129,-0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.76,2.08,"Nathan, SA; Leckie, RM 2009","130-806B-18H-7,30-32",0.319,159.361,Planktonic foraminifera,
5.76,1.85,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.76,2.04,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.760516,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.761903,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.764677,0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.766064,0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.767451,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.7687,0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.77,1.62,"Nathan, SA; Leckie, RM 2009","130-806B-19H-1,29-31",0.319,159.361,Planktonic foraminifera,
5.77,2.45,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.770226,0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.771613,-0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.773,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.774,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.775,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.776,0.27,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.777,0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.778,0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.779,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.78,0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.781,0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.782,-0.12,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.784,-0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.785,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.788,-0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.789,0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.79,1.97,"Kennett, James P 1986","90-590A-21-5,35-37",-31.167,163.359,Planktonic foraminifera,
5.79,-0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.791,-0.27,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.792,-0.37,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.794,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.795,-0.33,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.796,-0.3,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.797,-0.35,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.799,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.8,1.59,"Nathan, SA; Leckie, RM 2009","130-806B-19H-2,29-31",0.319,159.361,Planktonic foraminifera,
5.8,-0.22,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.801,-0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.802,-0.24,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.803,-0.25,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.804,0.29,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.805,-0.28,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.807222,-0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.808333,-0.14,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.809444,-0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.810555,-0.19,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.811666,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.812778,-0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.813889,-0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.815,-0.27,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.818333,-0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.819444,-0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.82,0.19,"Grant, K.M. & Dickens, G.R. 2002",DSDP Site 90-590,-31.167,163.359,Planktonic foraminifera,
5.820555,-0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.821666,-0.23,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.822333,-0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.823889,-0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.825,-0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.826353,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.827706,0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.829059,-0.21,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.830412,-0.32,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.831765,-0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.833118,-0.24,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.835823,-0.51,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.837176,-0.22,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.839882,-0.25,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.84,1.76,"Kennett, James P 1986","90-590A-21-7,35-37",-31.167,163.359,Planktonic foraminifera,
5.842588,-0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.845294,0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.848,-0.26,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.849136,-0.21,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.850273,-0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.852545,-0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.853682,-0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.854818,0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.855955,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.857091,0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.858227,-0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.859364,0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.8605,-0.29,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.861636,-0.43,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.862773,-0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.863909,-0.25,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.865045,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.866182,-0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.867318,-0.14,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.868454,-0.3,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.869591,-0.21,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.87,1.54,"Nathan, SA; Leckie, RM 2009","130-806B-19H-4,29-31",0.319,159.361,Planktonic foraminifera,
5.870727,-0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.871864,-0.34,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.873,-0.26,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.874136,-0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.875273,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.877545,-0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.878682,-0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.879704,-0.26,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.88,-0.02,"Grant, K.M. & Dickens, G.R. 2002",DSDP Site 90-590,-31.167,163.359,Planktonic foraminifera,
5.88,2.01,"Kennett, James P 1986","90-590A-22-2,35-37",-31.167,163.359,Planktonic foraminifera,
5.880954,-0.48,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.882091,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.883227,-0.24,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.884363,-0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.8855,-0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.886636,-0.25,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.888909,-0.26,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.890045,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.891182,-0.27,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.892318,-0.28,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.893454,-0.38,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.894591,-0.25,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.895727,-0.19,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.896863,-0.35,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.898,-0.46,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.899281,-0.52,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.900562,-0.55,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.901844,-0.47,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.903125,-0.43,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.904406,-0.47,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.905687,-0.46,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.906969,-0.33,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.90825,-0.41,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.909531,-0.53,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.910812,-0.43,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
