age,d13C,source,assigned location,assigned lat,assigned lon,category,
5.33,1.98,"Haug, Gerald H; Tiedemann, Ralf; Zahn, Rainer; Ravelo, Ana Christina 2001","165-999A-17H-7,15-17",12.744,-78.7393,Planktonic foraminifera,
5.33,2.14,"Haug, Gerald H; Tiedemann, Ralf; Zahn, Rainer; Ravelo, Ana Christina 2001","165-999A-17H-7,25-27",12.744,-78.7393,Planktonic foraminifera,
5.33,1.67,"Haug, Gerald H; Tiedemann, Ralf; Zahn, Rainer; Ravelo, Ana Christina 2001","165-999A-17H-7,35-37",12.744,-78.7393,Planktonic foraminifera,
5.33,2.21,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.33,2.3,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.33,2.33,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.33,2.38,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.330423,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.331526,-0.25,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.331775,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.333067,-0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.333127,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.334479,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.334608,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.33583,-0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.336144,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.337182,-0.3,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.338523,-0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.339075,-0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.339843,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.34,2.65,"Chaisson, W.P. & Ravelo, A. 1997",Site 925,0.32,159.369,Planktonic foraminifera,
5.34,1.93,"Haug, Gerald H; Tiedemann, Ralf; Zahn, Rainer; Ravelo, Ana Christina 2001","165-999A-17H-7,45-47",12.744,-78.7393,Planktonic foraminifera,
5.34,1.8,"Haug, Gerald H; Tiedemann, Ralf; Zahn, Rainer; Ravelo, Ana Christina 2001","165-999A-17H-7,55-57",12.744,-78.7393,Planktonic foraminifera,
5.34,1.96,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.34,2.21,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.34,2.29,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.340427,-0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.341162,-0.25,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.341778,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.342481,0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.34313,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.344482,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.345834,0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.347185,0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.348537,0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.349889,0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.35,1.81,"Haug, Gerald H; Tiedemann, Ralf; Zahn, Rainer; Ravelo, Ana Christina 2001","165-999A-17H-0,15-17",12.744,-78.7393,Planktonic foraminifera,
5.35,2.06,"Haug, Gerald H; Tiedemann, Ralf; Zahn, Rainer; Ravelo, Ana Christina 2001","165-999A-17H-0,5-7",12.744,-78.7393,Planktonic foraminifera,
5.35,2.4,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.35,2.5,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.35,2.66,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.35,2.72,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.351241,-0.31,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.352593,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.353944,0.22,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.355296,0.23,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.356648,0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.358,0.39,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.36,1.63,"Kennett, James P 1986","90-590A-19-1,35-36",-31.167,163.359,Planktonic foraminifera,
5.36,2.42,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.36,2.46,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.36,2.53,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.36,2.74,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.360238,0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.362476,0.26,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.366952,0.28,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.36919,-0.19,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.37,2.48,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.37,2.53,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.37,2.92,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.371205,0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.375905,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.378143,0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.38,1.93,"Kennett, James P 1986","90-590A-19-2,35-37",-31.167,163.359,Planktonic foraminifera,
5.38,2.48,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.38,2.55,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.38,2.63,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.38,2.64,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.380381,0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.382619,0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.384857,0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.387095,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.389333,0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.39,2.26,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.39,2.45,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.39,2.52,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.39,2.93,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.391572,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.39381,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.396048,0.14,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.398286,-0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.4,2.34,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.4,2.51,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.4,2.7,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.400524,-0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.403657,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.405,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.40587,0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.407609,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.408478,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.41,1.65,"Kennett, James P 1986","90-590A-19-3,35-37",-31.167,163.359,Planktonic foraminifera,
5.41,2.43,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.41,2.48,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.41,2.58,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.410218,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.411087,-0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.411957,-0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.412826,-0.14,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.414565,-0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.415435,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.416305,0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.417174,-0.28,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.418044,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.419783,-0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.42,2.44,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.42,2.47,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.420652,-0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.422392,-0.14,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.423261,-0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.424131,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.425,-0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.426375,-0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.42775,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.429125,-0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.43,1.54,"Kennett, James P 1986","90-590A-19-4,35-37",-31.167,163.359,Planktonic foraminifera,
5.43,2.25,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.43,2.27,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.4305,-0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.431875,-0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.43325,-0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.434625,-0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.436,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.437375,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.43875,-0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.44,2.22,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.44,2.4,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.44,2.61,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.4415,-0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.442875,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.44425,-0.21,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.445625,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.447,-0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.44819,-0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.449381,-0.46,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.45,2.15,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.45,2.4,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.45,2.45,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.450571,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.451762,-0.73,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.452952,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.454024,-0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.455333,0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.456524,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.457714,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.458905,-0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.46,1.78,"Kennett, James P 1986","90-590A-19-5,35-37",-31.167,163.359,Planktonic foraminifera,
5.46,2.44,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.46,2.49,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.46,2.86,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.462476,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.463667,0.15,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.464857,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.466048,0.21,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.467238,0.19,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.468429,0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.469619,0.24,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.47,2.61,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.47,2.68,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.472,0.13,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.473191,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.475572,0.3,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.476762,0.33,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.477953,0.25,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.479143,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.48,2.01,"Kennett, James P 1986","90-590A-19-6,35-37",-31.167,163.359,Planktonic foraminifera,
5.48,2.69,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.48,2.77,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.48,3.09,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.480333,0.35,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.481524,0.35,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.482714,0.26,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.483905,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.485095,0.31,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.486286,0.3,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.487476,0.24,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.488667,0.23,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.489857,0.19,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.49,2.44,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.49,2.5,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.49,2.92,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.493429,0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.494619,0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.497,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.497885,0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.498769,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.499654,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.5,2.22,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.5,2.37,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.5,2.81,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.501423,0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.502308,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.503192,0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.504077,0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.504962,-0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.505846,-0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.507615,0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.5085,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.509385,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.51,2.46,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.51,2.64,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.51,2.8,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.510269,-0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.511154,-0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.512039,0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.512923,-0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.513808,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.514692,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.515577,-0.06,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.516462,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.517346,0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.518231,-0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.519115,-0.32,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.52,1.28,"Kennett, James P 1986","90-590A-20-1,35-37",-31.167,163.359,Planktonic foraminifera,
5.52,2.35,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.52,2.59,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.52,2.7,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.52,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.525616,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.527021,-0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.528425,0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.529829,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.53,2.39,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.53,2.44,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.53,2.66,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.531233,-0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.534041,-0.26,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.535445,-0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.539938,-0.27,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.54,2.23,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.54,2.34,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.54,2.42,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.542747,-0.18,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.544151,-0.27,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.545555,-0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.546959,-0.21,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.549767,0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.55,1.59,"Kennett, James P 1986","90-590A-20-2,35-37",-31.167,163.359,Planktonic foraminifera,
5.55,1.94,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.55,1.99,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.55,2.3,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.551171,-0.31,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.552575,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.553979,0.09,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.555383,-0.07,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.556788,0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.559596,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.56,2.17,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.56,2.53,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.56,3.04,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.561,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.562793,-0.01,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.564586,-0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.566379,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.568172,0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.569965,-0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.57,2.53,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.57,2.59,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.57,2.62,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.571759,0.05,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.573552,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.575345,0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.577138,0,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.578931,-0.2,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.58,2.29,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.58,2.51,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.58,2.6,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.580724,-0.08,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.582517,-0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.58431,-0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.586103,-0.17,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.587896,-0.04,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.58969,0.02,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.59,2.17,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.59,2.46,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.59,2.46,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.591483,-0.41,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.593276,-0.16,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.595069,-0.11,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.596862,0.03,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.598655,0.1,UniCambridge Hodell this study,1264,-28.53,2.85,bf,
5.6,2.11,"Kennett, James P 1986","90-590A-20-4,35-37",-31.167,163.359,Planktonic foraminifera,
5.6,1.96,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
5.6,2.08,"Steph, S., Tiedemann, R., Groeneveld, J. 2006",ODP202-1241.,5.843,-86.4447,Planktonic foraminifera,
